StudentID	Date	TableID	Slot_1	Slot_2	Slot_3	Slot_4	Slot_5	Slot_6	Slot_7	Slot_8
280	2025-01-18	0000	1	0	1	0	0	0	1	1
219	2025-01-19	0000	1	1	0	1	0	0	1	1
192	2025-01-17	0006	0	0	1	0	1	1	0	0
498	2025-01-21	0249	1	1	1	0	1	0	1	1
164	2025-01-24	0130	1	1	0	0	1	1	0	1
235	2025-01-20	0000	1	0	0	0	0	0	0	0
77	2025-01-23	0000	0	0	1	0	0	1	1	1
83	2025-01-21	0240	0	0	0	0	0	1	1	0
490	2025-01-17	0000	1	0	1	1	1	1	0	1
427	2025-01-23	0334	1	0	0	0	1	1	0	0
329	2025-01-23	0000	0	0	0	1	0	1	1	1
382	2025-01-19	0000	1	1	0	1	1	1	1	0
102	2025-01-17	0242	0	1	1	1	0	0	1	1
48	2025-01-21	0000	1	1	1	1	1	1	1	1
401	2025-01-23	0204	0	0	0	0	0	1	1	0
86	2025-01-20	0000	0	0	0	0	0	0	0	0
17	2025-01-24	0000	0	0	1	1	0	0	1	0
117	2025-01-17	0026	0	1	1	0	0	0	1	1
472	2025-01-18	0230	0	0	1	1	1	0	1	1
428	2025-01-23	0000	1	0	0	0	1	1	1	1
148	2025-01-22	0123	1	1	0	0	0	1	0	1
217	2025-01-24	0000	0	0	1	0	0	0	1	1
343	2025-01-17	0103	1	0	0	0	1	0	0	0
95	2025-01-24	0000	1	1	0	0	1	0	0	0
430	2025-01-21	0001	1	1	0	0	0	1	0	1
171	2025-01-20	0244	0	1	0	1	1	0	0	0
67	2025-01-24	0000	0	1	1	0	0	1	0	1
74	2025-01-20	0000	1	0	0	1	0	1	0	1
371	2025-01-22	0329	0	0	0	0	0	0	1	1
258	2025-01-22	0000	0	0	1	1	1	1	1	1
225	2025-01-21	0229	0	0	0	0	0	1	1	0
136	2025-01-24	0205	0	1	0	1	1	0	1	1
283	2025-01-19	0004	1	0	0	1	1	0	0	0
436	2025-01-19	0116	1	1	0	0	1	0	0	0
124	2025-01-23	0000	1	0	1	1	1	0	0	0
373	2025-01-23	0000	0	0	0	0	1	1	0	1
123	2025-01-19	0316	1	1	0	0	1	0	1	0
353	2025-01-24	0017	0	0	0	0	1	1	0	1
441	2025-01-24	0328	1	0	1	1	1	1	1	0
75	2025-01-21	0115	0	1	0	0	1	1	0	1
121	2025-01-17	0218	0	0	0	1	1	1	0	1
180	2025-01-24	0000	1	1	0	0	1	0	1	0
193	2025-01-23	0000	1	1	0	1	1	1	1	0
175	2025-01-20	0000	1	1	1	1	1	1	0	0
118	2025-01-23	0347	1	1	1	0	0	1	0	0
130	2025-01-19	0000	0	1	1	1	0	1	1	1
11	2025-01-21	0250	0	0	1	0	0	1	1	0
468	2025-01-22	0007	1	0	0	0	0	1	1	1
42	2025-01-21	0329	1	1	0	0	1	1	1	0
355	2025-01-21	0000	1	0	1	1	1	0	1	1
324	2025-01-24	0000	1	1	0	0	1	1	1	1
299	2025-01-20	0303	1	1	1	1	1	0	1	1
127	2025-01-22	0113	0	0	0	1	1	0	0	1
500	2025-01-17	0000	0	0	1	0	0	0	0	0
166	2025-01-21	0204	0	0	1	1	1	1	0	1
220	2025-01-24	0000	1	0	1	1	1	1	0	1
88	2025-01-24	0000	0	0	0	0	0	0	0	1
55	2025-01-17	0000	0	1	1	1	1	1	1	0
66	2025-01-22	0317	1	1	0	0	0	1	1	1
116	2025-01-20	0248	0	0	0	1	0	0	1	1
104	2025-01-24	0340	0	1	1	1	0	1	1	1
325	2025-01-24	0000	1	0	0	1	1	1	0	1
462	2025-01-18	0000	1	0	0	1	0	0	0	1
228	2025-01-21	0000	1	0	1	1	0	1	1	1
455	2025-01-22	0000	0	1	1	1	1	1	0	1
167	2025-01-18	0013	1	1	0	1	1	1	0	0
405	2025-01-20	0113	0	0	1	0	0	0	0	1
186	2025-01-21	0016	1	1	1	1	1	0	0	0
44	2025-01-23	0120	0	0	1	0	0	0	0	1
85	2025-01-18	0000	1	0	0	0	1	0	0	1
119	2025-01-23	0030	0	0	0	1	0	1	0	1
9	2025-01-24	0000	0	0	1	1	1	1	1	0
15	2025-01-18	0343	1	1	0	1	1	1	1	0
91	2025-01-18	0000	0	1	1	0	1	1	1	1
338	2025-01-23	0129	1	0	0	0	0	1	0	0
16	2025-01-20	0104	1	1	1	1	1	0	1	0
154	2025-01-22	0018	1	0	0	0	0	1	0	1
444	2025-01-21	0000	1	0	0	0	1	0	1	1
145	2025-01-19	0223	1	0	1	0	1	0	0	1
408	2025-01-23	0000	0	0	1	1	0	1	0	0
407	2025-01-20	0000	0	1	0	0	1	0	0	0
413	2025-01-18	0013	0	0	1	1	1	1	1	0
177	2025-01-20	0018	0	1	0	1	0	1	1	1
197	2025-01-19	0000	1	1	1	1	1	0	0	0
162	2025-01-17	0000	1	1	1	0	0	1	0	0
349	2025-01-17	0330	0	1	0	0	1	0	1	1
107	2025-01-17	0000	0	1	1	0	0	1	1	1
122	2025-01-17	0306	0	1	0	1	1	0	1	1
50	2025-01-19	0125	1	0	1	0	1	0	1	1
181	2025-01-21	0316	1	0	1	0	0	1	1	1
262	2025-01-17	0000	1	0	0	1	0	0	0	1
346	2025-01-17	0201	1	0	0	0	0	1	1	1
341	2025-01-22	0000	1	1	1	1	1	0	0	1
140	2025-01-21	0212	0	1	1	1	0	1	0	0
202	2025-01-22	0000	0	1	0	1	0	0	0	0
388	2025-01-18	0000	0	0	1	1	0	1	0	1
483	2025-01-20	0227	1	0	0	0	0	0	1	0
266	2025-01-17	0000	1	1	1	0	0	1	0	0
314	2025-01-23	0327	0	0	1	1	0	0	1	0
323	2025-01-20	0330	0	0	1	1	1	1	1	1
268	2025-01-20	0219	0	0	0	0	0	0	0	0
2	2025-01-17	0126	1	1	0	0	1	1	0	1
137	2025-01-23	0013	0	1	1	1	0	0	1	0
239	2025-01-18	0009	0	1	1	0	0	1	0	1
294	2025-01-20	0114	0	1	1	1	0	1	1	1
312	2025-01-17	0102	0	0	0	0	1	0	1	1
204	2025-01-18	0000	0	1	0	0	1	1	0	1
466	2025-01-21	0000	0	1	1	0	0	1	1	1
297	2025-01-20	0006	1	1	1	0	1	0	1	0
232	2025-01-22	0000	0	1	1	1	0	0	0	1
141	2025-01-23	0000	0	0	0	1	0	1	1	0
30	2025-01-24	0000	1	1	0	0	1	1	0	0
20	2025-01-19	0021	1	0	0	0	1	1	1	0
103	2025-01-22	0000	0	1	0	1	0	0	1	1
25	2025-01-18	0207	1	0	0	0	1	1	1	1
158	2025-01-22	0000	1	0	1	0	0	1	1	0
495	2025-01-24	0317	1	1	1	1	1	1	1	1
418	2025-01-19	0000	0	1	0	1	1	1	1	0
322	2025-01-23	0230	0	0	0	1	0	1	0	1
386	2025-01-18	0331	0	1	0	0	0	0	1	0
62	2025-01-22	0105	0	0	1	0	1	0	0	1
206	2025-01-17	0000	0	0	0	1	1	1	0	1
183	2025-01-21	0021	1	1	1	1	1	0	1	0
499	2025-01-17	0000	0	0	0	1	1	0	0	1
383	2025-01-22	0213	1	1	1	1	1	1	0	0
174	2025-01-20	0000	0	1	0	1	0	0	0	1
340	2025-01-21	0104	0	1	0	0	1	0	1	1
300	2025-01-17	0000	0	1	0	1	0	1	1	1
381	2025-01-21	0315	1	0	0	0	0	0	0	0
150	2025-01-22	0330	0	0	1	0	1	0	0	0
474	2025-01-18	0013	1	1	0	1	1	0	0	1
210	2025-01-24	0000	0	0	1	1	0	1	0	0
465	2025-01-19	0336	0	0	0	0	0	0	0	0
81	2025-01-21	0215	0	1	1	1	1	1	0	0
337	2025-01-19	0000	1	0	0	1	0	1	1	0
249	2025-01-23	0000	0	1	1	1	0	0	0	0
40	2025-01-19	0000	0	0	1	1	0	0	0	1
106	2025-01-18	0000	0	1	0	1	0	1	0	0
445	2025-01-20	0210	1	0	0	0	1	0	1	1
216	2025-01-18	0323	1	1	0	1	1	0	1	0
257	2025-01-19	0000	1	0	1	0	1	0	0	0
99	2025-01-18	0000	1	0	1	0	0	1	0	1
61	2025-01-24	0000	1	0	1	0	0	1	0	0
234	2025-01-21	0335	0	1	1	0	1	0	0	1
440	2025-01-18	0107	1	1	0	0	1	0	1	0
385	2025-01-18	0250	1	0	1	1	0	1	1	1
358	2025-01-21	0111	1	1	0	0	1	1	1	0
273	2025-01-19	0000	1	1	1	1	0	0	1	1
5	2025-01-20	0000	1	0	0	0	1	0	1	0
277	2025-01-19	0345	0	0	0	0	1	1	0	1
352	2025-01-23	0000	1	1	1	0	1	0	1	0
398	2025-01-21	0237	0	1	1	1	1	0	1	0
247	2025-01-17	0221	1	1	0	0	1	0	0	0
491	2025-01-18	0334	1	0	0	0	1	0	1	0
397	2025-01-22	0324	1	1	1	1	1	0	0	1
176	2025-01-17	0000	1	0	1	0	1	0	0	1
57	2025-01-17	0000	1	1	0	1	0	0	0	1
425	2025-01-17	0000	0	0	0	1	1	1	1	0
446	2025-01-24	0222	1	1	1	1	1	1	1	0
3	2025-01-20	0000	0	0	0	0	1	1	0	1
94	2025-01-23	0000	0	1	1	0	0	0	0	0
260	2025-01-22	0000	1	1	1	0	1	1	0	1
317	2025-01-17	0000	0	0	1	0	1	1	1	0
207	2025-01-21	0000	1	1	1	1	0	0	1	0
29	2025-01-23	0022	0	1	1	0	1	0	1	1
390	2025-01-18	0000	1	0	1	1	1	0	1	1
71	2025-01-19	0203	1	1	0	1	0	0	0	1
449	2025-01-21	0325	0	0	1	1	0	1	0	0
497	2025-01-21	0000	1	1	1	1	0	0	1	1
59	2025-01-22	0000	1	1	1	0	1	1	0	0
157	2025-01-22	0000	0	1	1	1	0	1	0	0
379	2025-01-17	0000	0	0	0	1	0	1	1	1
72	2025-01-17	0000	0	1	0	0	0	1	1	1
184	2025-01-20	0316	1	0	1	0	0	0	0	0
321	2025-01-19	0000	1	0	0	1	0	1	0	1
431	2025-01-24	0000	0	0	1	0	0	1	0	0
152	2025-01-21	0000	0	1	1	0	1	1	0	0
447	2025-01-18	0023	1	0	1	0	1	0	1	1
33	2025-01-19	0231	1	1	0	1	1	1	1	1
179	2025-01-22	0311	1	0	0	0	0	0	1	0
135	2025-01-20	0000	0	0	0	0	0	0	1	0
6	2025-01-23	0122	1	1	0	0	1	0	1	1
263	2025-01-18	0310	1	1	0	1	0	0	1	0
288	2025-01-23	0000	1	1	0	1	1	0	0	1
402	2025-01-19	0204	0	0	0	1	1	0	0	1
301	2025-01-24	0000	0	1	0	0	0	1	0	0
484	2025-01-24	0000	0	0	1	1	0	1	0	1
211	2025-01-19	0004	1	0	0	1	1	0	1	0
289	2025-01-23	0000	0	0	0	1	1	1	0	1
208	2025-01-23	0000	0	1	1	1	0	0	0	0
376	2025-01-24	0109	1	1	0	0	1	1	0	1
326	2025-01-23	0102	1	0	0	1	0	0	0	1
8	2025-01-24	0214	1	0	1	0	0	0	0	1
100	2025-01-21	0029	1	0	1	0	1	1	0	1
7	2025-01-22	0000	1	0	0	0	1	1	0	1
458	2025-01-17	0000	1	0	0	1	0	0	0	1
435	2025-01-17	0000	0	0	0	0	1	0	1	1
241	2025-01-18	0000	1	0	1	1	0	1	0	0
296	2025-01-18	0000	0	0	1	0	0	1	0	0
470	2025-01-24	0105	1	1	0	1	1	1	0	1
209	2025-01-20	0003	0	0	0	0	1	1	1	1
344	2025-01-17	0214	1	1	0	0	0	0	1	0
419	2025-01-19	0348	0	1	1	0	0	1	0	0
36	2025-01-17	0115	1	1	1	1	1	0	0	1
476	2025-01-24	0000	0	1	0	1	0	1	1	1
246	2025-01-20	0128	0	1	1	0	0	1	1	1
366	2025-01-19	0000	1	0	1	0	1	1	0	0
31	2025-01-23	0000	1	1	1	1	0	1	0	0
133	2025-01-19	0345	0	0	1	1	0	1	0	0
339	2025-01-23	0028	0	1	1	1	1	1	1	1
89	2025-01-19	0002	1	0	0	0	1	1	1	1
284	2025-01-18	0000	1	1	0	0	1	0	1	1
244	2025-01-20	0000	1	0	1	0	0	1	0	0
19	2025-01-24	0000	0	1	1	1	1	0	0	1
348	2025-01-21	0000	1	0	1	0	0	1	1	1
233	2025-01-23	0000	1	0	0	1	0	1	0	1
45	2025-01-19	0000	0	0	1	1	1	1	1	1
38	2025-01-23	0000	0	0	0	0	1	1	0	1
434	2025-01-18	0000	0	0	0	1	0	0	0	1
479	2025-01-22	0000	1	1	1	0	0	0	0	1
160	2025-01-24	0204	0	0	1	1	0	1	0	1
319	2025-01-20	0312	1	0	0	0	1	0	1	0
306	2025-01-21	0000	1	1	1	0	0	0	0	0
334	2025-01-19	0028	1	1	0	0	1	1	0	0
163	2025-01-17	0000	1	1	0	1	0	1	0	1
22	2025-01-23	0112	1	0	1	0	0	1	0	0
214	2025-01-20	0000	0	1	0	0	1	1	1	1
387	2025-01-18	0310	1	0	1	0	1	1	0	0
363	2025-01-24	0000	0	0	0	1	0	0	0	0
456	2025-01-24	0000	0	1	0	1	1	0	0	1
265	2025-01-23	0000	0	0	0	1	1	0	0	1
245	2025-01-21	0322	0	1	1	0	1	0	0	1
56	2025-01-20	0244	0	0	0	0	1	1	0	1
336	2025-01-20	0000	1	1	0	1	1	0	0	1
486	2025-01-18	0000	1	1	0	1	0	1	1	0
274	2025-01-19	0206	1	1	0	0	1	1	1	0
138	2025-01-24	0214	0	1	0	0	1	1	0	1
275	2025-01-23	0340	0	1	0	0	0	1	0	0
459	2025-01-20	0238	1	1	0	0	1	0	1	0
236	2025-01-23	0000	1	1	0	0	1	1	0	1
305	2025-01-24	0000	0	1	0	0	1	1	1	1
10	2025-01-22	0246	1	1	0	1	0	0	0	1
308	2025-01-23	0126	0	0	1	1	0	1	0	1
108	2025-01-24	0000	0	0	0	0	0	0	0	1
310	2025-01-23	0000	1	1	0	0	0	1	1	0
421	2025-01-18	0345	1	0	1	1	1	1	0	1
412	2025-01-24	0000	0	0	1	1	1	0	0	1
471	2025-01-23	0000	1	1	0	0	0	1	1	1
142	2025-01-24	0000	0	1	0	1	0	1	1	0
377	2025-01-19	0000	0	0	1	0	0	0	0	0
450	2025-01-17	0000	1	1	1	1	0	1	0	1
342	2025-01-18	0000	0	0	1	0	1	1	1	1
420	2025-01-17	0000	1	0	1	0	0	1	1	0
395	2025-01-17	0000	1	1	0	0	1	0	0	1
105	2025-01-24	0000	1	1	1	0	1	1	1	1
362	2025-01-20	0000	0	1	1	0	1	0	1	1
37	2025-01-17	0123	0	1	0	0	0	0	0	1
469	2025-01-20	0000	0	0	0	1	0	0	0	1
96	2025-01-24	0000	1	1	1	0	1	0	1	0
276	2025-01-22	0319	0	0	0	0	0	0	1	0
354	2025-01-20	0123	0	0	0	0	0	1	0	0
18	2025-01-24	0000	1	1	1	1	0	0	1	0
281	2025-01-22	0000	1	1	0	1	1	0	1	0
248	2025-01-17	0026	0	1	1	1	1	0	0	0
215	2025-01-22	0317	1	1	1	0	1	1	0	1
485	2025-01-18	0304	1	0	1	1	1	1	0	0
389	2025-01-20	0000	0	0	0	1	0	1	1	1
313	2025-01-23	0314	1	0	1	0	0	1	0	1
372	2025-01-20	0019	0	1	1	1	0	0	1	1
368	2025-01-22	0228	0	0	0	0	1	1	0	0
333	2025-01-18	0341	0	0	0	0	1	0	1	1
97	2025-01-23	0000	1	1	0	1	1	0	0	0
375	2025-01-20	0248	1	0	0	1	0	0	0	0
110	2025-01-22	0112	0	0	0	0	1	1	1	0
60	2025-01-17	0000	1	0	1	1	0	1	1	1
315	2025-01-22	0118	1	0	1	1	1	1	0	1
1	2025-01-23	0000	1	1	1	0	1	1	1	1
287	2025-01-21	0000	0	0	0	1	0	0	0	0
357	2025-01-23	0347	1	0	0	1	1	1	1	1
496	2025-01-23	0203	1	0	1	1	0	1	0	0
429	2025-01-19	0015	0	1	1	0	0	0	1	0
173	2025-01-21	0000	1	0	1	1	0	0	1	0
188	2025-01-17	0214	1	0	1	0	0	0	1	1
290	2025-01-20	0220	0	0	1	0	1	1	1	0
460	2025-01-18	0000	0	1	1	1	0	0	1	1
146	2025-01-23	0247	1	0	0	1	1	1	0	1
230	2025-01-19	0340	0	0	1	0	0	0	1	1
49	2025-01-19	0233	1	1	1	0	1	1	1	1
285	2025-01-19	0000	0	1	1	0	1	1	1	1
457	2025-01-18	0202	1	1	0	1	0	0	0	0
229	2025-01-24	0028	1	1	0	0	0	1	1	0
270	2025-01-20	0000	1	1	0	1	0	1	1	0
253	2025-01-21	0000	0	1	0	0	1	1	1	0
201	2025-01-22	0000	0	1	1	1	1	1	0	0
203	2025-01-17	0240	0	0	1	1	1	0	1	1
350	2025-01-23	0000	1	0	1	1	1	1	0	1
113	2025-01-23	0000	1	0	1	0	0	0	1	0
143	2025-01-18	0000	0	1	1	0	1	0	0	0
409	2025-01-24	0000	0	1	1	1	1	1	1	0
399	2025-01-23	0000	0	0	0	1	1	0	1	0
52	2025-01-20	0000	1	0	1	0	1	0	0	1
320	2025-01-20	0000	0	0	0	0	1	1	0	1
134	2025-01-19	0000	0	0	0	0	1	0	0	1
195	2025-01-23	0000	1	0	0	1	0	0	0	0
68	2025-01-22	0206	1	0	1	0	0	1	0	1
356	2025-01-22	0000	0	0	1	0	0	1	0	1
200	2025-01-23	0000	0	0	0	1	1	0	1	1
69	2025-01-22	0126	1	1	0	1	1	1	1	0
87	2025-01-17	0000	1	1	0	1	1	1	0	0
298	2025-01-17	0227	0	1	1	0	1	0	1	1
120	2025-01-23	0128	0	1	0	1	0	1	1	0
295	2025-01-24	0110	1	1	0	1	1	1	0	0
256	2025-01-21	0000	0	1	1	1	1	1	0	0
304	2025-01-24	0000	0	0	0	1	0	1	1	0
78	2025-01-17	0000	1	0	1	1	1	0	1	1
132	2025-01-21	0321	1	0	1	0	1	0	1	1
411	2025-01-19	0241	1	0	1	1	0	1	1	1
267	2025-01-21	0326	1	0	1	0	1	1	0	0
101	2025-01-17	0000	1	0	0	0	0	0	0	1
54	2025-01-17	0000	0	1	0	0	1	1	1	1
365	2025-01-23	0103	1	1	0	0	0	0	1	0
242	2025-01-17	0324	1	1	0	1	1	1	1	1
24	2025-01-22	0323	1	0	0	1	1	0	1	1
93	2025-01-21	0030	0	1	0	1	0	1	1	0
451	2025-01-17	0000	1	0	1	0	0	1	1	1
461	2025-01-20	0000	1	0	1	1	0	0	1	1
254	2025-01-19	0000	0	0	0	1	0	1	0	1
487	2025-01-19	0000	1	0	1	0	1	0	0	0
41	2025-01-20	0000	1	1	0	1	1	1	0	0
481	2025-01-18	0106	0	0	1	0	1	0	1	0
452	2025-01-24	0129	0	0	0	0	1	1	0	0
170	2025-01-24	0000	1	0	1	1	0	0	1	1
438	2025-01-22	0000	1	1	0	0	0	0	1	0
351	2025-01-21	0020	1	0	0	1	0	1	0	0
443	2025-01-18	0000	0	1	0	1	1	0	1	0
374	2025-01-19	0011	0	0	0	0	1	1	0	1
35	2025-01-23	0000	0	1	1	1	1	1	0	1
196	2025-01-17	0124	0	0	1	0	1	0	1	1
327	2025-01-19	0000	1	1	0	0	0	1	0	0
367	2025-01-23	0000	1	0	1	1	1	0	1	1
